SL,District,YEAR,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Rape,Attempt to commit Rape,Kidnapping & Abduction_Total,Dacoity,Making Preparation and Assembly for committing Dacoity,Robbery,Criminal Trespass/Burglary,Theft,Unlawful Assembly,Riots,Criminal Breach of Trust,Cheating,Forgery,Counterfeiting,Arson,Grievous Hurt,Dowry Deaths,Assault on Women with intent to outrage her Modesty,Insult to the Modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Causing Death by Negligence,Offences against State,Offences promoting enmity between different groups,Extortion,Disclosure of Identity of Victims,Incidence of Rash Driving,HumanTrafficking,Unnatural Offence,Other IPC crimes,Total Cognizable IPC crimes
State: Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Thoubal,2016,17,21,1,0,14,1,20,0,0,3,18,126,0,14,1,10,0,1,6,51,0,4,1,7,0,11,0,0,9,0,119,0,0,24,479
10,Ukhrul,2016,5,8,1,0,0,0,2,1,0,0,2,5,0,1,1,2,0,0,4,1,0,0,0,0,0,3,0,0,0,0,1,0,0,4,41
11,Total District(s),,78,211,4,2,55,3,145,1,1,15,69,801,1,119,18,88,24,7,59,219,0,65,5,29,0,60,8,0,65,0,479,2,0,537,3170
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Meghalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Garo Hills East,2016,11,2,0,0,3,1,5,5,0,2,1,51,0,0,0,4,7,2,1,1,0,1,0,4,0,0,19,0,5,0,1,0,0,40,166
2,Garo Hills North,2016,9,2,0,0,8,0,14,3,0,1,2,18,0,0,5,4,5,0,2,2,0,2,0,1,0,1,5,0,13,0,8,0,0,10,115
3,Garo Hills South,2016,3,17,2,0,4,0,17,2,0,1,3,8,0,0,1,3,1,3,0,5,0,5,0,0,0,2,6,0,10,0,2,0,0,22,117
4,Garo Hills South West,2016,3,3,1,0,2,0,10,2,0,1,2,28,0,0,0,1,1,0,0,2,0,4,0,3,0,9,0,0,5,0,11,0,0,9,97
5,Garo Hills West,2016,12,9,1,0,15,4,19,2,0,11,19,118,0,0,7,12,12,0,6,13,0,6,4,5,0,23,8,4,14,0,17,0,0,46,387
6,Jaintia Hills West,2016,15,10,0,0,27,1,8,4,0,8,0,62,0,0,4,17,0,0,0,26,0,9,0,0,0,11,0,0,3,0,13,0,0,92,310
7,Jaintia Hills East,2016,9,9,0,0,17,0,8,3,0,7,6,50,0,0,15,22,0,0,4,9,0,4,0,0,0,16,0,0,16,0,6,0,0,148,349
8,Khasi Hills East,2016,19,11,1,0,56,1,51,5,0,37,146,411,0,0,28,94,24,2,8,47,0,30,13,10,0,23,3,0,17,0,50,1,0,173,1261
9,Khasi Hills South West,2016,2,8,0,0,8,0,2,0,0,3,0,12,0,0,1,2,1,0,1,2,0,3,0,1,0,4,0,0,5,0,0,0,0,5,60
10,Khasi Hills West,2016,9,5,0,0,22,0,8,0,0,6,25,25,0,0,0,12,0,0,0,0,0,2,0,1,0,8,1,0,13,0,6,0,0,22,165
11,Ri-Bhoi,2016,16,7,0,0,28,8,14,5,0,10,15,88,0,1,2,26,4,2,7,6,0,2,0,1,0,17,0,0,4,0,30,0,0,46,339
12,Total District(s),,108,83,5,0,190,15,156,31,0,87,219,871,0,1,63,197,55,9,29,113,0,68,17,26,0,114,42,4,105,0,144,1,0,613,3366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Aizawl,2016,14,7,3,0,5,0,3,4,0,1,419,477,0,3,18,48,8,4,15,38,0,33,0,13,0,18,0,0,7,0,15,0,0,80,1233
2,Champhai,2016,3,2,0,0,2,0,0,0,0,0,22,96,0,0,7,5,1,1,0,1,0,6,0,0,0,4,0,0,1,0,0,0,0,31,182
3,Kolasib,2016,3,2,0,0,5,0,2,1,0,1,88,142,0,0,3,6,1,0,0,13,0,6,0,2,0,10,0,0,3,0,2,0,0,23,313
4,Lawngtlai,2016,3,1,3,0,1,0,0,0,0,0,14,18,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,1,0,2,0,0,41,93
5,Lunglei,2016,2,2,1,0,5,0,1,1,0,1,50,92,1,0,1,3,1,1,3,22,0,14,1,2,0,8,0,0,1,0,2,0,0,39,254
6,Mamit,2016,1,0,0,0,1,0,0,0,0,1,35,57,0,0,0,1,0,0,2,6,0,0,0,2,0,2,0,0,1,0,0,0,0,12,121
7,Saiha,2016,2,0,0,0,2,0,0,0,0,0,27,53,0,0,0,2,0,0,1,21,0,3,0,0,0,3,0,0,1,0,2,0,0,13,130
8,Serchhip,2016,1,3,1,0,2,0,0,0,0,0,23,26,0,0,2,6,0,0,6,10,0,9,0,0,0,2,0,0,0,0,0,0,0,8,99
9,Spl Narcotic,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Total District(s),,29,17,8,0,23,0,6,6,0,4,678,961,1,3,31,71,11,6,27,118,0,71,1,19,0,49,0,0,15,0,23,0,0,247,2425
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Nagaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Dimapur,2016,11,22,1,0,9,3,82,1,0,20,69,294,0,0,18,32,29,1,2,12,1,6,0,2,0,27,4,0,95,0,24,0,0,42,807
2,Kiphire,2016,1,2,0,0,0,0,1,0,0,0,0,17,0,5,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,5,36
3,Kohima,2016,4,9,4,0,7,0,3,0,0,5,8,46,0,0,1,7,26,0,0,9,0,0,8,1,0,4,0,0,21,0,0,0,0,18,181
4,Longleng,2016,1,1,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,16
5,Mokokchung,2016,5,4,0,0,1,0,1,0,0,1,3,12,0,0,1,4,1,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,5,45
6,Mon,2016,2,1,1,0,0,0,1,0,0,3,1,20,0,1,0,5,1,0,0,1,0,2,0,0,0,1,1,0,9,0,1,0,0,6,57
7,Peren,2016,4,2,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,7,35
8,Phek,2016,3,3,5,0,1,0,0,1,0,1,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30
9,Tuensang,2016,3,2,0,0,1,0,2,0,0,0,10,20,0,1,2,1,1,0,0,0,0,3,0,0,0,1,0,0,5,0,2,0,0,7,61
10,Wokha,2016,2,1,0,0,2,0,0,0,0,1,0,25,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,12,55
11,Zunheboto,2016,0,3,0,0,4,0,0,0,0,1,11,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,53
12,Total District(s),,36,50,14,0,26,3,91,2,0,32,105,478,0,7,22,57,59,2,3,37,1,14,8,3,0,35,5,0,151,0,28,0,0,107,1376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Odisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Angul,2016,58,162,0,0,68,6,90,30,0,116,177,491,0,80,15,114,0,0,22,36,6,255,28,130,0,197,0,0,11,0,229,6,2,985,3314
2,Balasore,2016,68,121,0,0,112,11,245,38,0,111,248,358,0,63,9,208,2,1,30,177,48,708,20,106,0,198,0,0,35,0,309,5,0,1415,4646
3,Baragarh,2016,29,119,0,0,62,6,77,10,1,39,116,219,13,113,14,81,9,0,26,93,10,489,14,143,0,113,0,0,10,0,178,2,0,934,2920
4,Berhampur,2016,23,97,0,0,30,0,67,36,0,45,80,161,0,38,50,112,25,0,10,23,7,203,24,24,0,118,0,0,56,0,103,3,2,64,1401
5,Bhadrak,2016,40,141,0,0,87,11,126,8,0,32,159,193,0,21,7,111,1,1,26,31,19,382,16,50,0,109,0,0,6,0,144,0,2,1138,2861
6,Bolangir,2016,21,108,0,0,74,1,114,15,4,55,105,195,0,87,12,61,0,1,30,447,0,370,15,221,0,112,0,0,14,0,198,4,0,880,3144
7,Boudh,2016,14,50,0,0,21,2,23,7,0,10,22,42,0,10,5,15,0,0,13,128,4,102,9,32,0,35,0,0,2,0,87,2,0,32,667
8,Cuttack,2016,52,81,0,0,45,2,64,17,0,65,107,197,0,76,1,70,0,1,15,56,25,102,3,44,0,88,0,0,11,0,240,0,0,1117,2479
9,DCP BBSR,2016,47,127,0,0,71,6,186,11,9,201,250,1420,0,114,37,595,0,4,20,927,25,266,12,116,0,181,0,0,31,0,417,7,1,1328,6409
10,DCP CTC,2016,35,68,0,0,63,1,108,1,10,52,108,484,0,46,14,153,0,1,5,1,13,117,4,174,0,125,0,0,27,0,200,3,2,1071,2886
11,Deogarh,2016,13,25,0,0,27,3,23,2,0,8,32,37,0,15,0,19,0,0,5,13,1,100,4,23,0,70,0,0,5,0,53,3,0,195,676
12,Dhenkanal,2016,36,133,0,0,38,2,80,16,4,72,93,215,0,71,6,63,0,1,21,22,0,375,16,36,0,151,0,0,39,0,209,0,1,746,2446
13,Gajapati,2016,15,17,0,0,24,0,17,1,0,5,34,31,0,16,3,26,0,0,5,4,4,58,6,20,0,44,0,0,2,0,64,8,0,72,476
14,Ganjam,2016,55,296,0,0,57,1,117,59,0,71,130,169,0,70,58,79,1,0,35,498,20,354,50,121,0,275,0,0,49,0,302,3,4,71,2945
15,Jagatsinghpur,2016,33,89,0,0,38,8,105,7,21,75,115,156,10,71,8,126,27,0,23,211,21,281,10,125,0,100,0,0,29,0,104,0,1,513,2307
16,Jajpur,2016,64,14,0,0,82,15,126,5,3,114,216,363,0,50,9,106,0,0,17,355,41,281,6,69,0,189,0,0,4,0,284,0,4,892,3309
17,Jharsuguda,2016,17,39,0,0,26,0,68,8,0,71,168,278,0,40,16,33,0,3,7,30,2,103,1,24,0,72,0,0,14,0,197,0,1,382,1600
18,Kalahandi,2016,23,89,0,0,69,4,78,6,1,29,77,82,7,171,17,128,7,1,19,26,8,390,18,47,0,126,8,0,7,0,183,6,0,837,2464
19,Kandhamal,2016,27,61,0,0,89,5,72,7,0,15,60,82,0,15,16,69,0,0,8,22,5,179,15,52,0,60,6,0,11,0,94,6,1,199,1176
20,Kendrapara,2016,45,73,0,0,61,18,107,15,14,63,142,140,15,47,16,72,4,0,19,104,24,176,27,261,0,77,0,0,17,0,116,1,3,1348,3005
21,Keonjhar,2016,77,117,0,0,89,7,136,18,0,52,141,255,0,58,37,66,0,0,30,215,11,389,13,65,0,254,0,0,20,0,303,2,1,793,3149
22,Khurda,2016,34,37,0,0,40,3,73,10,3,69,82,181,0,51,9,82,0,2,11,0,17,154,15,36,0,90,0,0,18,0,154,0,0,917,2088
23,Koraput,2016,49,50,0,0,103,4,115,19,0,85,133,185,0,77,3,57,0,1,13,120,2,262,8,98,0,207,0,0,8,0,181,1,0,322,2103
24,Malkangiri,2016,36,50,8,0,35,1,60,6,0,5,32,26,0,17,0,27,0,1,2,12,2,91,9,32,0,50,0,0,11,0,66,4,0,50,633
25,Mayurbhanj,2016,90,144,1,0,146,14,117,10,2,41,187,201,24,49,15,116,8,0,9,48,0,308,22,200,0,231,0,0,21,0,269,10,1,516,2800
26,Nayagarh,2016,34,45,1,0,35,7,59,8,9,33,55,126,23,14,2,52,1,0,9,16,15,94,4,22,0,81,0,0,10,0,126,0,2,714,1597
27,Nabarangpur,2016,22,52,0,0,82,3,92,5,0,14,53,78,0,96,4,28,0,2,5,42,5,267,22,106,0,77,0,0,4,0,121,8,0,710,1898
28,Nuapada,2016,9,31,0,0,24,2,42,8,0,23,36,69,0,29,3,64,0,0,9,25,5,150,4,48,0,37,0,0,6,0,88,16,0,617,1345
29,Puri,2016,55,107,0,0,70,4,118,9,19,95,191,364,0,81,4,97,0,1,24,275,31,394,12,63,0,134,0,0,47,0,305,1,0,1284,3785
30,Rayagada,2016,37,35,6,0,49,5,77,6,2,22,70,89,0,40,19,37,0,0,9,29,11,106,4,63,0,98,3,0,18,0,158,1,0,267,1261
31,Rourkela,2016,51,72,0,0,45,4,111,23,3,87,229,447,0,67,24,90,0,0,9,379,1,215,9,80,0,152,0,0,26,0,291,0,3,375,2793
32,Sambalpur,2016,38,87,0,0,61,3,64,17,0,142,227,481,0,57,10,106,0,1,20,85,7,284,12,45,0,176,0,0,28,0,313,0,1,821,3086
33,Sonepur,2016,10,7,0,0,10,0,22,6,0,10,23,78,0,30,1,24,0,0,7,8,6,108,1,38,0,48,0,0,3,0,114,0,0,352,906
34,SRP (Cuttack),2016,4,3,0,0,1,1,3,1,5,7,1,549,0,0,2,7,2,0,0,0,0,5,0,0,0,1,0,0,6,0,4,4,0,56,662
35,SRP (Rourkela),2016,8,2,0,0,1,0,4,1,0,15,12,382,0,0,0,6,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,29,465
36,Sundargarh,2016,59,29,0,0,47,1,60,10,0,63,93,220,5,34,3,71,1,0,11,18,1,130,3,67,0,178,1,2,29,0,144,4,1,432,1717
37,"CID, CB",2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41
38,Total District(s),,1328,2778,16,0,1983,161,3046,456,110,2012,4004,9044,97,1914,449,3197,88,22,524,4476,397,8252,437,2781,0,4254,18,2,635,0,6348,110,33,22488,81460
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Amritsar Rural,2016,42,50,8,3,29,6,77,0,3,4,127,197,0,0,14,110,0,1,5,179,5,46,0,46,0,139,0,0,1,0,50,0,2,307,1451
2,Barnala,2016,24,28,0,5,12,4,47,1,3,6,69,108,0,0,10,58,1,1,3,35,0,34,0,25,0,79,0,0,5,0,95,0,1,330,984
3,Batala,2016,22,37,2,0,21,4,34,0,0,1,89,130,0,0,4,64,0,1,0,136,4,22,0,35,0,96,0,0,0,0,37,1,2,132,874
4,Bathinda,2016,64,49,4,5,41,3,72,0,20,2,141,293,0,0,16,221,0,3,8,72,10,78,2,64,0,136,0,0,6,0,114,0,7,742,2173
5,CP Amritsar,2016,36,61,3,3,35,2,95,2,6,28,207,1027,0,0,14,255,0,0,6,166,2,42,0,81,0,75,0,0,6,0,55,0,3,596,2806
6,CP Jalandhar,2016,17,32,7,6,36,2,97,1,6,4,169,384,0,0,16,352,2,2,4,29,2,75,0,167,0,103,0,0,3,0,57,7,2,568,2150
7,CP Ludhiana,2016,64,86,8,0,88,13,165,7,17,8,200,565,0,0,40,335,5,0,3,169,6,121,3,179,0,305,0,0,14,0,188,2,8,1117,3716
8,Faridkot,2016,18,29,3,0,13,1,19,3,10,2,69,138,0,0,5,47,0,0,1,24,2,24,1,19,0,64,0,0,2,0,45,0,4,231,774
9,Fatehgarh Sahib,2016,11,5,1,2,22,0,42,0,0,2,46,68,0,0,5,127,0,0,0,35,0,14,0,29,0,113,0,0,3,0,204,0,3,318,1050
10,Fazilka,2016,17,9,5,2,49,3,35,2,1,2,63,68,0,0,4,78,0,0,0,108,3,27,1,31,0,63,0,0,2,0,30,1,6,272,882
11,Ferozepur,2016,29,36,4,0,37,2,47,0,6,6,116,180,0,0,8,120,0,0,0,176,0,23,0,30,0,111,0,0,2,0,57,1,4,321,1316
12,G. R. P.,2016,8,2,1,0,4,0,1,0,17,0,1,220,0,0,0,2,0,1,0,13,1,6,0,0,0,12,0,0,0,0,126,0,0,76,491
13,Gurdaspur,2016,10,10,2,0,10,4,27,1,0,0,42,73,0,0,6,50,1,0,2,26,1,18,0,44,0,84,0,0,1,0,19,0,1,199,631
14,Hoshiarpur,2016,41,34,7,0,34,7,50,4,2,15,154,103,0,0,10,202,0,0,7,195,6,24,0,119,0,253,0,0,0,0,98,0,5,288,1658
15,Jalandhar Rural,2016,43,29,6,5,30,5,47,4,5,9,154,238,0,0,10,131,2,0,4,79,5,39,0,56,0,169,0,0,0,0,67,2,1,427,1567
16,Kapurthala,2016,14,19,8,0,13,5,32,0,5,0,108,162,0,0,4,165,0,2,6,170,3,31,1,46,0,149,0,0,1,0,51,0,4,214,1213
17,Khanna,2016,21,20,4,0,15,4,57,1,1,1,94,129,0,0,5,96,0,0,3,32,1,15,0,37,0,136,0,0,0,0,98,0,3,309,1082
18,Ludhiana Rural,2016,21,20,6,6,14,1,50,4,1,3,119,167,0,0,5,83,0,1,2,30,1,32,0,23,0,69,0,0,3,0,60,0,1,325,1047
19,Mansa,2016,24,22,3,8,20,3,21,0,3,4,63,83,0,0,2,91,0,0,1,43,2,19,0,31,0,74,0,0,1,0,73,0,3,230,824
20,Moga,2016,25,30,5,5,23,2,45,4,10,9,102,190,0,0,11,144,0,2,2,60,1,31,0,33,0,96,0,0,2,0,61,0,2,387,1282
21,Muktsar,2016,30,26,3,6,39,6,40,0,3,3,56,138,0,0,9,90,3,1,2,62,1,37,2,26,0,78,0,0,3,0,33,0,0,287,984
22,Pathankot,2016,13,3,4,1,18,0,32,0,0,1,34,77,0,0,1,77,0,0,4,19,1,21,0,23,0,75,0,0,1,0,40,0,3,90,538
23,Patiala,2016,46,52,9,0,63,5,124,0,6,8,156,320,0,0,41,293,2,3,7,65,4,77,0,133,0,314,0,0,8,0,261,0,8,860,2865
24,Ropar,2016,18,16,2,0,17,3,41,3,0,9,91,121,0,0,11,92,0,0,0,29,1,36,0,37,0,161,0,0,0,0,104,0,2,324,1118
25,Sangrur,2016,44,53,9,0,59,2,79,0,33,3,139,269,0,0,10,168,0,1,5,61,7,47,0,57,0,183,0,0,0,0,195,0,5,711,2140
26,SAS Nagar,2016,8,28,2,0,44,2,137,2,1,3,149,314,0,0,15,284,0,2,0,38,7,42,0,116,0,271,0,0,0,0,294,0,6,687,2452
27,SBS Nagar,2016,17,13,1,1,19,3,30,3,5,10,120,104,0,0,5,95,1,0,2,29,0,12,0,42,0,94,0,0,1,0,34,0,1,189,831
28,Tarn Taran,2016,44,63,3,1,33,3,48,1,6,4,98,116,0,0,4,117,0,1,1,133,4,32,0,39,0,80,0,0,0,0,30,0,2,245,1108
29,Total District(s),,771,862,120,59,838,95,1591,43,170,147,2976,5982,0,0,285,3947,17,22,78,2213,80,1025,10,1568,0,3582,0,0,65,0,2576,14,89,10782,40007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Rajasthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ajmer,2016,53,62,2,5,139,9,216,6,5,40,236,995,28,2,6,1228,12,4,5,8,14,169,0,794,0,542,0,2,6,0,714,0,3,2290,7595
2,Alwar,2016,111,96,11,0,239,97,336,10,18,80,242,2618,182,12,17,698,1001,0,9,17,44,231,0,633,0,546,0,0,0,0,830,0,0,3736,11814
3,Banswara,2016,40,11,1,0,150,11,115,5,1,28,34,158,47,20,5,158,0,0,18,68,14,90,0,218,0,170,0,0,0,0,226,0,0,771,2359
4,Baran,2016,44,48,2,88,97,9,146,0,1,9,116,450,63,0,11,279,0,0,18,177,5,242,4,405,0,150,0,2,6,0,327,0,2,1521,4222
5,Barmer,2016,42,37,3,0,106,0,50,2,1,15,152,297,84,5,2,227,235,1,31,24,36,268,0,231,0,263,0,0,28,0,243,0,3,1581,3967
6,Bharatpur,2016,92,56,4,0,186,31,250,3,7,19,62,1256,0,0,6,293,545,3,11,0,37,73,0,572,0,319,0,0,23,0,302,0,2,4628,8780
7,Bhilwara,2016,40,36,1,0,76,4,257,0,1,29,254,992,383,2,7,816,0,0,10,37,8,194,0,665,0,400,0,8,28,0,477,1,0,1739,6465
8,Bikaner,2016,53,82,6,0,89,0,74,0,2,22,149,325,0,0,5,716,0,0,16,7,22,83,1,473,0,261,0,1,0,0,0,0,0,2081,4468
9,Bundi,2016,25,49,3,0,88,0,158,1,0,11,126,278,151,17,3,333,0,0,10,181,3,212,1,283,0,130,0,0,0,0,454,0,0,1190,3707
10,Chittorgarh,2016,38,47,2,0,97,3,178,1,3,31,194,656,76,22,12,195,241,0,7,57,9,138,0,545,0,211,0,2,0,0,376,0,0,1696,4837
11,Churu,2016,56,52,1,0,92,9,80,6,1,16,113,233,0,0,3,0,415,0,12,20,14,103,0,335,0,217,0,0,0,0,195,0,0,1274,3247
12,Dausa,2016,35,13,1,0,79,0,123,1,1,16,80,895,645,0,7,458,0,2,3,0,8,25,0,200,0,295,0,0,0,0,434,0,0,979,4300
13,Dholpur,2016,47,50,1,3,75,18,100,0,0,18,54,419,0,0,2,179,0,0,8,53,24,41,0,266,0,165,0,0,2,0,192,0,0,2151,3868
14,Dungarpur,2016,33,12,1,0,71,3,112,0,0,21,61,94,0,0,10,83,0,1,8,78,3,111,0,122,0,181,0,0,8,0,236,0,0,640,1889
15,G.R.P.Ajmer,2016,6,2,0,0,6,0,9,1,0,10,0,977,1,3,2,12,1,0,0,3,3,10,1,0,0,3,0,0,3,0,4,1,0,115,1173
16,G.R.P.Jodhpur,2016,1,2,2,0,0,0,2,0,0,2,0,124,0,0,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,22,163
17,Ganganagar,2016,59,102,5,0,182,6,123,1,1,28,143,300,1,0,38,729,512,1,4,17,11,164,0,809,0,173,0,0,0,0,114,0,2,2349,5874
18,Hanumangarh,2016,53,62,0,0,101,14,101,2,0,18,105,218,0,0,12,498,172,0,1,32,15,119,0,622,0,167,0,0,0,0,148,0,0,1988,4448
19,Jaipur East,2016,35,26,2,0,71,1,140,1,1,58,255,2948,120,21,28,1135,1,1,5,1,11,71,0,206,0,247,0,0,0,0,701,1,0,1334,7421
20,Jaipur North,2016,16,12,0,0,59,0,134,0,3,12,83,669,19,2,19,735,0,1,0,6,2,45,0,228,0,83,0,0,0,0,224,0,1,833,3186
21,Jaipur Rural,2016,42,24,4,0,99,15,128,2,0,14,109,636,180,6,17,490,293,1,7,6,9,87,0,239,0,479,1,0,4,0,707,0,0,1606,5205
22,Jaipur South,2016,21,11,0,0,85,3,95,0,0,33,277,1816,60,10,59,1135,0,0,2,0,9,76,0,215,0,184,0,1,0,0,457,0,2,1063,5614
23,Jaipur West,2016,25,18,3,1,115,0,200,1,7,27,269,1722,25,4,37,1590,0,0,3,1,9,109,0,359,0,299,0,0,4,0,816,0,0,1381,7025
24,Jaisalmer,2016,8,28,0,0,10,0,17,0,0,8,69,129,0,8,0,13,161,0,8,12,9,69,0,45,0,81,0,0,0,0,56,0,1,626,1358
25,Jalore,2016,24,21,1,0,49,1,56,1,0,15,102,236,0,1,8,230,0,1,6,13,10,69,0,154,0,148,0,0,0,0,124,0,0,1064,2334
26,Jhalawar,2016,22,49,1,18,102,17,161,1,10,35,99,452,211,33,5,165,0,0,24,64,7,242,2,374,0,157,0,0,37,0,269,0,4,1017,3578
27,Jhunjhunu,2016,50,36,0,0,68,0,130,2,2,14,116,389,0,6,2,634,0,2,11,17,9,85,0,446,0,268,0,1,0,0,0,0,0,2458,4746
28,Jodhpur East,2016,12,36,0,1,27,0,82,0,0,19,115,445,0,0,3,221,332,0,9,2,5,93,3,202,0,93,0,0,0,0,182,0,1,788,2671
29,Jodhpur West,2016,27,33,1,0,44,0,76,4,0,47,161,546,0,0,7,171,176,3,5,0,4,89,0,213,0,146,0,1,1,0,232,0,0,679,2666
30,Jodhpur Rural,2016,26,59,1,0,55,0,80,3,2,10,113,222,0,0,8,0,252,1,5,13,15,92,0,141,0,247,0,0,0,0,167,0,0,1332,2844
31,Karauli,2016,32,27,0,0,80,24,119,0,0,7,31,567,241,0,1,292,0,0,8,2,14,73,0,205,0,94,0,0,0,0,173,0,0,2197,4187
32,Kota City,2016,15,73,1,17,94,1,200,0,1,35,88,1045,35,0,8,530,0,1,3,27,9,115,0,320,0,110,0,0,1,0,496,1,1,951,4178
33,Kota Rural,2016,18,27,3,0,56,0,84,0,1,12,54,171,84,0,5,200,0,0,5,92,4,151,0,187,0,119,0,0,0,0,245,0,0,838,2356
34,Nagaur,2016,47,75,5,0,98,0,136,3,0,16,218,612,0,0,9,299,191,1,17,5,12,85,0,441,0,352,0,0,0,0,274,0,0,2281,5177
35,Pali,2016,42,60,1,0,92,0,163,4,1,64,251,474,2,0,0,686,0,0,5,14,6,190,0,465,0,351,0,1,0,0,0,0,0,2361,5233
36,Pratapgarh,2016,27,15,0,0,134,4,70,0,0,13,36,103,14,1,0,107,1,2,4,25,6,124,0,231,0,91,0,0,17,0,111,0,0,736,1872
37,Rajsamand,2016,20,21,1,0,43,0,51,0,2,15,69,173,71,11,9,238,7,0,6,44,5,52,2,226,0,233,0,0,0,0,307,0,0,700,2306
38,Sawai Madhopur,2016,19,26,2,0,64,19,143,0,0,15,38,689,0,0,1,334,0,0,3,1,8,89,0,230,0,126,0,0,0,0,209,0,6,1964,3986
39,Sikar,2016,56,30,1,0,76,6,163,2,1,11,170,677,0,14,8,892,0,0,26,2,13,117,0,419,0,392,0,0,0,0,523,0,2,2157,5758
40,Sirohi,2016,29,21,1,0,44,7,81,3,0,12,93,196,4,3,5,293,0,2,9,36,3,71,0,189,0,201,0,0,3,0,201,0,0,700,2207
41,Tonk,2016,22,10,2,0,33,10,73,0,0,7,107,375,88,25,2,362,0,0,6,96,1,78,0,303,0,237,0,0,0,0,275,0,1,1612,3725
42,Udaipur,2016,88,75,5,0,185,18,287,0,6,58,257,829,142,65,17,944,0,1,21,77,11,292,1,600,0,498,1,3,25,0,838,0,2,2232,7578
43,Jaipur Metro,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,SCRB,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,SOG,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10
46,SSB,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Total District(s),,1551,1632,81,133,3656,340,5299,66,79,970,5301,27406,2957,293,406,18602,4550,31,370,1335,462,4839,15,13811,0,9429,2,22,202,0,12860,4,33,63661,180398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Sikkim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,East,2016,8,11,0,0,42,0,11,0,0,5,54,71,0,10,2,43,0,0,11,23,0,22,9,2,0,26,0,0,1,0,84,0,2,59,496
2,North,2016,1,2,0,0,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,3,0,0,0,11,0,0,0,0,5,0,0,2,37
3,South,2016,7,2,1,0,24,0,1,0,0,0,20,10,0,1,2,6,1,0,4,12,0,5,2,0,0,17,0,0,0,0,35,0,0,29,179
4,West,2016,1,2,0,0,18,2,0,0,0,0,1,11,0,1,1,3,2,0,2,3,0,4,0,0,0,10,0,0,0,0,25,0,0,11,97
5,Total District(s),,17,17,1,0,92,2,12,0,0,5,76,93,0,12,6,52,3,0,17,40,0,34,11,2,0,64,0,0,1,0,149,0,2,101,809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
